job_title,publish,company_name,city,description,website
Information Security Officers (m/w/d),vor 3 Tagen,IVU Traffic Technologies AG,"Home-Office, Berlin, Aachen, Leipzig",begleiten Sie Audits im Bereich IT- und Data-Security und führen diese durch,stepstone
Software Development Engineer (m/f/d) C++ / Java,vor 5 Tagen,dSPACE GmbH,deutschlandweit,"Real-time knowledge: data synchronization, threading & processes * POSIX and Win32 APIs - We have complied with our obligation to inform you about protection according to Art. Read our protection regulations here.",stepstone
Full Stack Developer (m/f/d) for Web and Cloud (Python/JS),vor 5 Tagen,dSPACE GmbH,bundesweit,"Then join dSPACE and work closely together with Intempora (a dSPACE company since 2020) to innovate and develop one of our most efficient software solutions, IVS – a manager of large amounts of recorded sensor and post-processing for AI training, testing, and validation of perception and deep learning algorithms. * Cloud development (Docker, Big NoSQL database, Kubernetes, web development) We have complied with our obligation to inform you about protection according to Art. Read our protection regulations here.",stepstone
SEA Account Manager (m/w/d) in Passau oder Remote,vor 1 Woche,Communiacs GmbH & Co. KG,"Home-Office, Passau","Ein Pluspunkt für Dich, aber kein Muss: Know‐how in Google Tag Manager und Data Studio",stepstone
Spezialist (m/w/d) Netzwerk,vor 4 Tagen,DATAGROUP,"bundesweit (Home-Office), Hamburg","DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. * Eigenverantwortliche Betreuung und Konfiguration von LAN, WAN, Firewall-Systemen und WLAN-Umgebungen der sowie remote bei unseren Kunden",stepstone
Delivery Teamleiter*in - Global Basis Service,vor 6 Tagen,NTT DATA Business Solutions AG,deutschlandweit,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
3D Artist,vor 1 Tag,Revolut Ltd. Zweigniederlassung Deutschland,bundesweit,We are not afraid to make mistakes but we use data and logic to backup decisions and improve understanding.,stepstone
3D Artist - Performance Marketing,vor 1 Tag,Revolut Ltd. Zweigniederlassung Deutschland,bundesweit,We are not afraid to make mistakes but we use data and logic to backup decisions and improve understanding.,stepstone
Key Account ManagerE-Commerce / E-Platform (m/w/d),vor 12 Stunden,Pierre Fabre Dermo-Kosmetik,bundesweit,Sie arbeiten eng mit dem digitalen Marketing-Team und dem Sales Analysten FORECAST & REPORTING zusammen,stepstone
Energy Trader (m/w/d),vor 1 Woche,MVV Trading GmbH,"Home-Office, Mannheim","Sie werden Teil eines Teams mit aktuell fünf Tradern und einem Marktanalysten, das sich in den vergangenen Jahren stark entwickelt hat. * Sie entwickeln neue Handelsstrategien und bestehende weiter und arbeiten dabei unter anderem mit dem -Analytics-Team eng zusammen.",stepstone
IT Auditor (m/w/d) Banken,vor 1 Woche,Genossenschaftsverband - Verband der Regionen,bundesweit,Entwicklung und Durchführung von technischen und fachlichen Datenanalysen (Big Data),stepstone
IT-Consultant – Hyperscience / Datenautomatisierung / Prozessdigitalisierung (m/w/d),vor 6 Tagen,SVA System Vertrieb Alexander GmbH,bundesweit,"Abgeschlossenes Studium der Betriebswirtschaftslehre (BWL), Wirtschaftsinformatik, Informatik, Datenwissenschaft ( Science) o. Ä., aber auch Quereinsteiger (m/w/d) mit entsprechenden Fachkenntnissen sind bei uns herzlich willkommen",stepstone
ServiceNow Technical Consultant (m/w/d),vor 6 Tagen,SVA System Vertrieb Alexander GmbH,bundesweit,Erfahrung mit der ServiceNow-Data-Model-Architektur sowie CSDM 4.0 wünschenswert,stepstone
Junior Consultant Insurance Business Transformation (m/w/d),vor 6 Tagen,Q_PERIOR,"Deutschland, Österreich, Schweiz","Auf Basis der Markttrends Plattformökonomie, Omnichannel, Data Ocean und Agilität treibst Du mit unserem Team die Transformation der Versicherungsbranche voran",stepstone
Fullstack Senior Software Engineer (m/w/d),vor 1 Woche,IU Internationale Hochschule,deutschlandweit,"You develop new automation tools to extend our learning media databases in collaboration with our AI product owners, scientists, domain experts and key users - We are passionate, competitive, open to everything new - and we love",stepstone
IT-Consultant – Intelligent Document Processing (IDP) / Datenautomatisierung / Prozessdigitalisierung (m/w/d),vor 6 Tagen,SVA System Vertrieb Alexander GmbH,bundesweit,"Abgeschlossenes Studium der Betriebswirtschaftslehre (BWL), Wirtschaftsinformatik, Informatik, Datenwissenschaft ( Science) o. Ä., aber auch Quereinsteiger (m/w/d) mit entsprechenden Fachkenntnissen sind bei uns herzlich willkommen.",stepstone
"(Fach-) Informatiker als IT-Consultant Netzwerk / Netzwerktechniker – Switching, LAN (m/w/d)",vor 1 Woche,COMLINE Computer + Softwarelösungen SE,"Düsseldorf, Wuppertal, Hamburg, München, bundesweit, Home-Office","LAN-Netzwerk Protokolle (Data-Layer, ARP, Spanning-Tree, 802.1Q)",stepstone
Senior SAP Entwickler / Architekt (w/m/d),vor 1 Woche,SI PRO GmbH Gesellschaft für Systemintegration und Geschäftsprozeßgestaltung,"Mannheim, Berlin, München, Hamburg, bundesweit (Home-Office)","Sie haben sehr gute Kenntnisse und weitreichende Erfahrung in den Entwicklungsumgebungen wie ABAP, ABAP-OO, ABAB Webdynpro, OData Services, Core Services",stepstone
Werkstudent Digitalisierung & Business Analytics im Credit Risk (m/w/d),vor 6 Tagen,E.ON,"Essen, Home Office","Optimierung und kontinuierliche Verbesserung der Konsistenz, Qualität und Vollständigkeit unserer Daten auf Basis der Konzepte der science",stepstone
Smart Banking Kundenberater (m/w/d),vor 5 Tagen,HypoVereinsbank – Member of UniCredit,"Leipzig, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter.",stepstone
Key Account Manager Omnichannel (f/m/d),vor 1 Tag,Essity Gmbh,Home-Office,"Driving (yearly/price) negotiations, listings, content management and online shelf optimization, 365° activations, exchange, forecasting, and joint business planning",stepstone
Staffing Manager - Schwerpunkt externe Ressourcen (w/m/d),vor 1 Woche,NTT DATA Business Solutions AG,bundesweit,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Business Intelligence Engineer (w/m/d) (auch zu 100% im Homeoffice möglich),vor 1 Woche,1&1,"Home-Office, Montabaur, deutschlandweit","Sie verantworten Teilbereiche des zentralen Datawarehouses und stellen die Umsetzung architektonischer Rahmenbedingungen sicher, arbeiten aber auch an der Weiterentwicklung der Guidelines mit. * Ihr ausgeprägtes Datenbank- und SQL-Know-how (präferiert: Microsoft SQL Server oder vergleichbare Systeme) runden ihr Profil ab, vorteilhaft sind Kenntnisse im Umfeld von Big / NoSQL / Hadoop.",stepstone
Field Service Engineer (m/f/d),vor 1 Woche,Bruker Nano GmbH,"bundesweit, Österreich","Good computer literacy, including familiarity with data system hardware and industry standard operating systems",stepstone
Trainer und Support-Ingenieur (m/w/d) für Messtechnik (Soft- und Hardware),vor 13 Stunden,imc Test & Measurement GmbH,"Berlin, Friedrichsdorf, Stuttgart, Home- Office","Das Leistungsversprechen „produktiv messen“ verfolgt imc konsequent und bietet zukunftsfähige Lösungen für Industrie 4.0, das Internet of Things (IoT) und Smart-Analysen.",stepstone
Financial Controller (m/w/d),vor 1 Woche,Standard Life,"Frankfurt am Main , Home-Office",Betreuung und Weiterentwicklung des Kostenverteilungsprozesses im Data Warehouse (ETL-Prozess),stepstone
Application Engineer EMEA (m/f/d),vor 1 Woche,Tricontinent Scientific Inc.,"Ilmenau, Fürstenfeldbruck, Frankfurt am Main, Homeoffice","Secure and share (when applicable and allowed) product documentation (data sheets, drawings, and specifications) with internal and external stakeholders.",stepstone
Senior SAP S/4HANA Sales Consultant (w/m/x),vor 2 Wochen,NTT DATA Deutschland GmbH,verschiedene Standorte,"NTT DATA Deutschland GmbH - NTT DATA gehört zu den weltweit führenden Dienstleistern für Business- und IT-Lösungen. * Interne und externe Weiterbildungsmöglichkeiten in der NTT Academy mit fachlichen Trainings, Zertifizierungsangeboten, Soft-Skill-Schulungen, Udemy Zugang - NTT ist Teil der NTT Group und Trusted Global Innovator von Business- und IT-Lösungen mit Hauptsitz in Tokio.",stepstone
Senior Consultant – SAP S/4HANA Logistik – EWM (m/w/x),vor 1 Woche,IBM Deutschland,deutschlandweit,"Du konzipierst und implementierst SAP S/4HANA Prozesse und ergänzt diese mit Künstlicher Intelligenz, Robotics, Industry 4.0, Blockchain, IoT, Virtual / Augmented Reality, Cloud Technologien und Analytics Lösungen",stepstone
Senior Consultant SAP S/4HANA Logistik and Retail ((m/w/d)/x),vor 1 Woche,IBM Deutschland,verschiedene Standorte,"Du konzipierst und implementierst SAP S/4HANA Prozesse und ergänzt diese mit Künstlicher Intelligenz, Robotics, Industry 4.0, Blockchain, IoT, Virtual / Augmented Reality, Cloud Technologien und Analytics Lösungen",stepstone
Junior Business Intelligence Consultant*,vor 1 Woche,Bissantz & Company GmbH,"Hamburg, Nürnberg, Home-Office","Erstellung von BI-Anwendungen durch Schaffung geeigneter Data Warehouse-Systeme (ETL, Umsetzung von Geschäftslogiken in SQL) und Berichtsgestaltung mit DeltaMaster",stepstone
Smart Banking Kundenberater (m/w/d),vor 4 Tagen,HypoVereinsbank – Member of UniCredit,"München, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter.",stepstone
Cloud DevOps Engineer – Azure (m/f/d) – all German offices,vor 1 Woche,Roland Berger GmbH,bundesweit,"First contact with Azure Kubernetes Cluster, Azure Data Factory, Azure Web Apps or Azure Virtual Desktop is desirable",stepstone
Mechanischer Konstrukteur (m/w/d),vor 2 Wochen,AVANCIS GmbH,"Torgau, Dresden und Home Office",Der Umgang mit Product Data Management Software stellt für Sie keine Herausforderung dar;,stepstone
"Engineering Internship 2023 - Operations - DE, Standortuebergreifend",vor 6 Tagen,Amazon Europe Core,deutschlandweit,Support within the EU Controls network on a project to enhance the capability to monitor metrics and provide visualization and to internal customers. Protecting your privacy and the security of your is a longstanding top priority for Amazon.,stepstone
Student (m/w/d) im Bereich IT-Security,vor 2 Wochen,IVU Traffic Technologies AG,"bundesweit (Home-Office), Berlin, Aachen, Leipzig",unterstützen Sie bei der Vorbereitung und Durchführung von Audits im Bereich IT- und Data-Security,stepstone
Sales Development Representative,vor 5 Tagen,INFINIDAT EUROPE LTD,bundesweit,"Infinidat, leader in Data Storage solutions, is growing our Sales Development team!",stepstone
HRIS Support Specialist (f/m/d),vor 1 Tag,Delivery Hero SE,bundesweit,Proficient in data analysis/visualization software including SAS and Tableau.,stepstone
DevOps / Cloud Engineer Platform (m/w/d),vor 1 Woche,REWE digital,"Kiel, Home-Office","Wir sind ein Team aus sehr erfahrenen Data Engineers, Cloud Engineers und DevOps-Spezialisten. * Du berätst andere Produktteams im effizienten Einsatz von und BI-Technologien - Das Wichtigste ist, dass Du für BI & Analytics brennst.",stepstone
IT System Engineer (m/w/d) Netzwerk und Security,vor 3 Tagen,DATAGROUP,"Köln, Home-Office",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.,stepstone
Junior Consultant Telecommunication (m/w/d),vor 2 Wochen,Detecon International GmbH,"Berlin, Frankfurt am Main, Köln, München, Home-Office","Ein hohes Interesse an Digitalisierungs- und Technologietrends, wie z.B. IoT, Big Data, AI, Netzwerktechnologien, und Virtualisierung / Automatisierung bringst Du mit",stepstone
Senior Consultant SAP S/4HANA Finance & Controlling ((m/w/d)/x),vor 2 Wochen,IBM Deutschland,verschiedene Standorte,"Unsere Prozessberater konzipieren und implementieren SAP S/4HANA Prozesse und ergänzen diese mit Robotics, Industry 4.0, Blockchain, IoT, Cloud, Watson/Cognitive Techologien und Analytics Lösungen.",stepstone
Smart Banking Kundenberater (m/w/d),vor 1 Woche,HypoVereinsbank – Member of UniCredit,"Berlin, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter.",stepstone
(Junior) IT Solution Architekt (m/w/d),vor 4 Tagen,DATAGROUP,"Hamburg, Home-Office",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.,stepstone
Spezialist (m/w/d) Collaboration Exchange,vor 4 Tagen,DATAGROUP,"Hamburg, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.,stepstone
Sales Engineer (m/w/d),vor 4 Tagen,Colt Technology Services,bundesweit,"Colt provides network, voice and data centre services to thousands of businesses around the world, allowing them to focus on delivering their business goals instead of the underlying infrastructure.",stepstone
Mitarbeiter IT Anwendersupport (m/w/d),vor 5 Tagen,DATAGROUP,"bundesweit (Home-Office), Leinfelden-Echterdingen","DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. * Teilnahme an Corporate Benefits, kostenfreies Wasser und Kaffee, Vorsorgeuntersuchungen, Geburtstagsgeschenke, Mitarbeiterfeste, -ValueNet-Vorteilskonto mit einer monatlichen Aufladung des Guthabens und vieles mehr",stepstone
Junior Software Developer Full Stack - Java (m/w/d),vor 3 Tagen,DeutschlandCard GmbH,"München, Home Office","Durch eine umfassende Data Excellence, eine herausragende Multichannel-Reichweite sowie modernste, hochperformante Systeme bringen wir zusammen, was zusammengehört: interessierte Konsument:innen, attraktive Partnerunternehmen, relevante Angebote sowie vielfältige Services und Boni.",stepstone
Junior Aktuar / Junior Actuary (m/w/d),vor 4 Tagen,Standard Life,"Frankfurt am Main, Home-Office",Darüber hinaus überwacht es das Budget der Deutschen Niederlassung und verwaltet das interne Data Warehouse für das interne Management Reporting. In der Funktion als Junior Aktuar / Junior Actuary (m/w/d) sind Sie insbesondere für die Unterstützung der -Warehouse-Prozesse sowie das monatliche Reporting verantwortlich.,stepstone
(Junior) Referent (m/w/d) Modellierung,vor 4 Tagen,Generali Deutschland AG,bundesweit,Idealerweise verfügst Du über erste aktuarielle Kenntnisse im Bereich Finanzmathematik und Stochastik der Lebens- und Krankenversicherung und hast bereits Erfahrungen mit den -Analytics-Methoden gesammelt,stepstone
Consultant (m/w/d) Intelligent Automation / Microsoft Power Platform,vor 6 Tagen,Almato AG,bundesweit,Almato ist eine 100 %-Tochtergesellschaft der börsennotierten DATAGROUP SE.,stepstone
"Graduate Area / Shift Manager Logistik - Hannover (m/w/d) - DE, Standortuebergreifend",vor 6 Tagen,Amazon Europe Core,bundesweit,"Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice ( to know more about how we collect, use and transfer the personal of our candidates.",stepstone
Inbound Sales Account Executive (m/f/d),vor 6 Tagen,iDeals,Home-Office (bundesweit),iDeals – is an international B2B SaaS company that creates the best customer experience in the virtual data rooms market since 2008.,stepstone
Sales Specialist / Vertriebsmitarbeiter / Außendienst (m/w/d) Thüringen,vor 6 Tagen,ABB AG,"Thüringen, Home-Office","Thüringen, Home-Office * Feste Anstellung * Vollzeit - Machen Sie den nächsten Karriereschritt bei ABB: Treiben Sie in einem globalen Team die Transformation von Gesellschaft und Industrie in eine produktivere und nachhaltigere Zukunft voran. Bei ABB fördern wir Vielfalt und Inklusion in allen Bereichen – ob Alter, Geschlecht, Sexualität, Ethnie, ob mit oder ohne Behinderung. Gemeinsam treten wir für individuelle Unterschiede ein – sowohl jeder für sich als auch zusammen. Ganz gleich, ob komplettes Elektroinstallationsprogramm mit Schaltern, Steckdosen, Bewegungsmeldern etc., durchdachte Türkommunikations-Systeme oder elektronische High-End-Produkte für die Gebäudeautomation im Bereich Smart Home und Smart Building – Sie versorgen unsere Kunden mit allem, was sie brauchen. Dazu fahren Sie mit Ihrem Dienstwagen zu unseren Hauptzielgruppen, um vor Ort Elektroinstallateu",stepstone
Mitarbeiter (m/w/d) Service Desk,vor 3 Wochen,Ratiodata SE,bundesweit,Ratiodata SE - Die Ratiodata SE zählt zu den größten Systemhäusern und Technologiepartner in Deutschland mit einem Team von rund 1.500 Kolleginnen und Kollegen an bundesweit 14 Standorten und Außenstellen. SE | Recruiting und Employer Branding | Moritz Kegler,stepstone
"Berater:in von Immobilieneigentümer:innen Vertrieb / Sales (optimal für Quereinsteiger:innen aus dem Handwerk, gerne mit Erfahrung im Außendienst)",vor 2 Wochen,Vodafone Deutschland GmbH,"München, Hamburg, Mainz, Kaiserslautern, Bremen, Hannover, Koblenz, Flensburg",Moderne Data-Management-Tools für Ihren Rundum-Blick auf unsere Bestandskund:innen und potenziellen Neukund:innen,stepstone
IT Operations Administrator (m/w/d) VMware,vor 6 Tagen,DATAGROUP,"Berlin, Bremen, Hamburg, Nürnberg, Düsseldorf, Neu-Isenburg b. Frankfurt, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.,stepstone
(Junior) Consultant (m/w/d) Geschäftsfeld Digitale Verwaltung,vor 6 Tagen,PROSOZ Herten GmbH,"Home Office, bundesweit - Frankfurt am Main, Berlin, Dresden, München, Leipzig, Köln, Düsseldorf","Du besitzt erste Berührungspunkte zu den aktuellen Themen der öffentlichen Verwaltung (z. B. eGovernment-Gesetzgebung, OZG, Smart City, SDG, Open",stepstone
Solution & Innovation Manager (f/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,"Deutschland, Großbritannien, Spanien, Dänemark, Niederlande","NTT DATA Business Solutions AG - At NTT DATA Business Solutions, we design, implement, manage and continuously enhance SAP solutions to make them work for companies - and for their people. Get empowered by NTT Business Solutions!",stepstone
Service Delivery Manager (w/m/d),vor 3 Wochen,NTT DATA Business Solutions AG,deutschlandweit,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",stepstone
Softwareentwickler EDI / EAI (m/w/d),vor 1 Woche,Hellmann Worldwide Logistics SE & Co. KG,"Osnabrück, Home Office",Enge Zusammenarbeit mit den Business Analyst*innen und Produkt Owner*innen sowie den Entwicklungsteams der Hellmann Produktionssysteme,stepstone
Junior Berater (m/w/d) für Software & Digitalisierung,vor 1 Woche,ReqPOOL Deutschland GmbH,"Berlin, München, Stuttgart, Frankfurt am Main, Hamburg, Hannover, Köln, Leipzig (Home Office)",Als Junior Berater (interne Bez.: Business Analyst) (m/w/d) wirkst du bei genau definierten Projektaufgaben in unseren abwechslungsreichen Software-Digitalisierungsprojekten mit.,stepstone
Smart Banking Kundenberater (m/w/d),vor 1 Woche,HypoVereinsbank – Member of UniCredit,"Hamburg, Home-Office","#MakeInnovationHappen – FinTechs, Big Data, Bitcoins: Das Bankenwesen entwickelt sich rasant weiter.",stepstone
Praktikum Brand Management Digital (Ad Alliance),vor 5 Tagen,Ad Alliance GmbH,"Köln, Home-Office","Mit Content, Tech and Data zu nachhaltigem Erfolg.",stepstone
Lead Consultant DACH SuccessFactors Data & Technology(m/w/d) (Kundendienstberater/in),vor 1 Woche,SD Worx GmbH,"Dresden, bundesweit, Home-Office",Lead Consultant DACH SuccessFactors Data & Technology(m/w/d) (Kundendienstberater/in) Zur Verstärkung unseres Teams suchen wir eine/n Lead Consultant DACH SuccessFactors & Technology (m/w/d) in Vollzeit.,stepstone
SAP Developer (all genders),vor 1 Woche,SI PRO GmbH Gesellschaft für Systemintegration und Geschäftsprozeßgestaltung,"Mannheim, Berlin, München, Hamburg, bundesweit (Home-Office)","Kentnisse zur Systemintegration mit ABAP Proxy, ALE/IDoc, WebServices, OData Services, Core Data Services.",stepstone
DevOps Spezialist | Platform Engineer | Team Artikeleinsatzfähigkeit | REMOTE (w/m/d),vor 1 Woche,Otto (GmbH & Co KG),deutschlandweit,"Es erwartet dich ein Team aus drei Entwicklern, einer Product Ownerin, einer Business Analystin, einem DevOps Engineer, einem UX-Designer sowie einer Agile Masterin.",stepstone
Full Stack Webentwickler (w/m/d),vor 1 Woche,thevea GmbH,Home-Office,"Dann haben wir den idealen Job für dich: Die thevea GmbH bietet dir als Corporate Startup der opta data Gruppe die optimale Grundlage für kreative und ganzheitliche Arbeit. Unabhängig von den Texten in unseren Stellenanzeigen betonen wir, dass bei opta alle Menschen gleichermaßen willkommen sind.",stepstone
Field Service Engineer (m/w/d),vor 1 Woche,ABB AG,"Home-Office, bundesweit","Home-Office, bundesweit * Feste Anstellung * Home Office möglich,Vollzeit - Machen Sie den nächsten Karriereschritt bei ABB: Treiben Sie in einem globalen Team die Transformation von Gesellschaft und Industrie in eine produktivere und nachhaltigere Zukunft voran. Bei ABB fördern wir Vielfalt und Inklusion in allen Bereichen – ob Alter, Geschlecht, Sexualität, Ethnie, ob mit oder ohne Behinderung. Gemeinsam treten wir für individuelle Unterschiede ein – sowohl jeder für sich als auch zusammen. Unsere Antriebstechnik ist entscheidendes Element in vielen Anlagen der Prozessindustrie, erneuerbaren Energien und im Maschinenbau. Kombinieren Sie als kommunikationsstarke Persönlichkeit fachliche Expertise mit dem Interesse an Serviceleistungen für unsere Anlagen? Wir bauen auf Ihr Feingefühl im Umgang mit Kunden, für die Sie erster Ansprechpartner sind.",stepstone
Sales Manager (w/m/d) Software für Optiker,vor 1 Woche,ASEGO GmbH,"Delmenhorst, Home-Office","Unabhängig von den Texten in unseren Stellenanzeigen betonen wir, dass bei opta data alle Menschen gleichermaßen willkommen sind.",stepstone
Software Engineer (gn) Database / Business Intelligence,vor 1 Woche,SoftwareONE Deutschland GmbH,"Home-Office, bundesweit","Design, develop and implement ELT processes and Data Warehouse and Self-Service BI environment * Focus on the automation of processes related to the evaluation of the respective business domain * Understand and business models and processes * Nice to have: Analysis Services Tabular & DAX, Power BI, Microsoft * Nice to have: SQL Server Integration Services, Factory, Azure Synapse Analytics",stepstone
Managing Consultant SAP S/4HANA Finance & Controlling ((m/w/d)/x),vor 1 Woche,IBM Deutschland,deutschlandweit,"Unsere Prozessberater konzipieren und implementieren SAP S/4HANA Prozesse und ergänzen diese mit Robotics, Industry 4.0, Blockchain, IoT, Cloud, Watson/Cognitive Techologien und Analytics Lösungen.",stepstone
DevOps Engineer (w/m/d),vor 1 Woche,PROCON IT GmbH,bundesweit,"Als Qualitätsanbieter steht PROCON IT für vielfältige Leistungen in den drei Schwerpunktbereichen Data Intelligence, Software-Engineering und IT Consulting & Business Transformation.",stepstone
SAP CX Berater - SAP CX Consultant (m/w/d) – 100 % Remote,vor 3 Wochen,Ratbacher GmbH,"Frankfurt, Stuttgart, Hannover, München, Hamburg, Berlin, Home-Office","Implementierung von Customizing-Anpassungen im Bereich SAP Customer Experience sowie weiterer Lösungen zur Optimierung der Customer Journey (SAP Sales / Service / Marketing / Commerce Cloud, SAP emarsys, Qualtrics, SAP Customer Cloud / Platform)",stepstone
Vertriebsingenieur / Key Account Manager (m/w/d) im Bereich der Energieversorgung,vor 1 Woche,VIVAVIS AG,"Home-Office, Bayern, Baden-Württemberg","Durch Data Science machen wir Daten zu nutzbaren Informationen und helfen unseren Kunden neue, zukunftsfähige Geschäftsfelder in der Energiebranche zu erschließen.",stepstone
(Junior) Account Manager (m/w/d),vor 3 Wochen,DATAGROUP,bundesweit,DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. ist eines der führenden deutschen IT-Service-Unternehmen.,stepstone
IT Application Administrator / DevOps Engineer (w/m/d) (auch zu 100% im Homeoffice),vor 1 Woche,1&1,"Home-Office, Montabaur, deutschlandweit",Sie verfügen über ein gutes Grundlagenwissen im Bereich IT-Security und Data Privacy,stepstone
Associate Client Relationship Manager / Inside Sales Manager (m/w/d) Life Sciences & Healthcare,vor 1 Woche,IQVIA Commercial GmbH & Co. OHG,"Home-Office, Frankfurt am Main, Berlin, München","Mit modernen Analysemethoden, transformativen Technologien, Big Data und ausgewiesener Branchenexpertise stellt IQVIA intelligente Verbindungen her unter Berücksichtigung aller relevanten Aspekte des Gesundheitswesens.",stepstone
Key Account Manager (m/w/d) Life Sciences & Healthcare,vor 1 Woche,IQVIA Commercial GmbH & Co. OHG,"Home-Office, Frankfurt am Main, München, Berlin","Mit modernen Analysemethoden, transformativen Technologien, Big Data und ausgewiesener Branchenexpertise stellt IQVIA intelligente Verbindungen her unter Berücksichtigung aller relevanten Aspekte des Gesundheitswesens.",stepstone
Inhouse Consultant Business Intelligence (w/m/d),vor 1 Woche,dmTECH GmbH,bundesweit,"Im dm-Konzern sind wir vom BI-Team für unser Enterprise Data Warehouse verantwortlich und entwickeln dieses kontinuierlich weiter, um die Daten für unsere Kollegen bestmöglich nutzbar zu machen.",stepstone
(Senior) Consultant (gn) VMware Cloud Management and Automation,vor 1 Woche,SoftwareONE Deutschland GmbH,"Home-Office, bundesweit",Du bist erfahrene(r) und leidenschaftliche(r) Spezialist(in) im Bereich Software Defined Data Center?,stepstone
Werkstudent*in Market Navigator (m/w/d),vor 1 Woche,Kantar,"bundesweit (Home-Office), Nürnberg, München, Frankfurt","Kantar ist einer der weltweit führenden Anbieter für Insights, Data Science und Consulting.",stepstone
IT System Engineer (m/w/d) Client Management / Softwareverteilung,vor 1 Woche,DATAGROUP,"Köln, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.,stepstone
IT System Engineer (m/w/d) Citrix,vor 1 Woche,DATAGROUP,"Köln, remote (mobiles Arbeiten)",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams.,stepstone
Cloud Architekt (m/w/d),vor 1 Woche,DATAGROUP,"Home-Office, Berlin, Bremen, Hamburg, München, Nürnberg, Düsseldorf",DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. Die nötige Ausrüstung dafür bekommst Du in unserem firmeneigenen -Shop!,stepstone
(Junior) Consultant – Aktuar (Mensch*),vor 1 Woche,ConVista Consulting AG,deutschlandweit,Dein Know-how ist bei der Unterstützung unserer Kunden in der Anwendung von Actuarial-Data-Science- und Machine-Learning-Methoden gefragt * Du begleitest Analytics und versicherungsmathematische Prozesse und führst diese durch,stepstone
"Sr. Experience Researcher, International Product Led Growth",vor 4 Tagen,Adobe Systems GmbH,Bundesweit,"On the Design Research & Strategy team, our mission is to lay a people-centered and data-driven foundation for Adobe product design and development. Masters Degree or Ph.D. in cognitive psychology, cognitive science, anthropology, science, or related field. * Experience with web analytics, and/or software instrumentation/ visualization. * Strong collaboration skills both within research and across product, science, engineering, and design",stepstone
Fachinformatiker Systemintegration (m/w/d),vor 2 Wochen,Almato AG,"Stuttgart, Reutlingen, Home-Office",Almato ist eine 100 %-Tochtergesellschaft der börsennotierten DATAGROUP SE.,stepstone
"Senior Vertriebler:in, Kaufmann, Kauffrau / Berater:in von Immobilieneigentümer:innen / Sales Multimedia (gerne mit Erfahrung im Außendienst)",vor 2 Wochen,Vodafone Deutschland GmbH,"Bamberg, Bremerhaven, Kaiserslautern, Lübeck, Kempten, Koblenz, Delmenhorst, Flensburg",Moderne Data-Management-Tools für Ihren Rundum-Blick auf unsere Bestandskund:innen und potenziellen Neukund:innen,stepstone
