,job_title,city,Description
316,Mitarbeiter Project Management Office (PMO) – Big Data (m/w/d),bundesweit,Zur Verstärkung unseres Teams suchen wir an einem unserer Standorte deutschlandweit zum nächstmöglichen Eintrittstermin einen Mitarbeiter Project Management Office (PMO) im Big-Bereich (m/w/d).
317,Technischer Anwendungsberater (m/w/d) im Außendienst / Home-Office - Performance Chemicals,"Home Office, in Regionen:, Frankfurt am Main, Stuttgart, München, Bonn, Karlsruhe, Mannheim, Mainz","BCD Chemie GmbH * Feste Anstellung * Home Office möglich,Vollzeit - Unternehmensprofil Brenntag - ""Connectingchemistry"" weltweit - Brenntag ist der Weltmarktführer in der Distribution von Chemikalien und Inhaltsstoffen. Das in Deutschland ansässige internationale Unternehmen managt komplexe Lieferketten und erleichtert sowohl Herstellern als auch Nutzern von Chemikalien den Marktzugang zu tausenden von Produkten und Dienstleistungen. Es verbindet ein globales Netzwerk mit herausragender lokaler Ausführung. Damit ist Brenntag der effektivste und bevorzugte Partner der Branche – ganz im Sinne seiner Philosophie: „ConnectingChemistry“. Brenntag betreibt ein weltweites Netzwerk mit rund 700 Standorten in 78 Ländern. Mit mehr als 17.000 Mitarbeitern weltweit erzielte das Unternehmen einen Umsatz von 14,4 Mrd. Euro im Jahr 2021."
318,Software Quality Assurance (QA) Manager / Softwaretester *in KI,"Home-Office, Berlin, Bremen, Hamburg, Leipzig, Münster, Neu-Isenburg, Oldenburg, Wolfsburg","BTC Business Technology Consulting AG * Home-Office, Berlin, Bremen, Hamburg, Leipzig, Münster, Neu-Isenburg, Oldenburg, Wolfsburg * Feste Anstellung * Home Office möglich,Teilzeit,Vollzeit * Du und dein Potenzial sind bei uns willkommen, unabhängig von geschlechtlicher Identität, sexueller Orientierung, Behinderung, Alter, ethnischer oder sozialer Herkunft und religiöser Weltanschauung! Die BTC ist eines der führenden IT-Beratungsunternehmen in Deutschland. Unsere rund 2.000 Mitarbeiter*innen begeistern sich für Technik, Prozesse und Digitalisierung. Und für die Menschen, mit denen sie arbeiten. Wir gestalten den digitalen Wandel in den Branchen Energie, Industrie, Dienstleister und im öffentlichen Sektor aktiv mit: in agilen und klassischen Projekten, gemeinsam mit unseren Kunden, und für nahezu alle Einsatzfelder – von der Prozessberatung über die Systemintegration"
319,IT-Security Administrator/ IT-Security Engineer (m/w/d) - bis zu 100 % remote,"Home-Office, Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart",Data Loss Prevention o Email Security Infrastruktur
320,App Tester:in - lexoffice (w/d/m),"Freiburg im Breisgau, Leipzig, Home-Office","Haufe Group SE * Freiburg im Breisgau, Leipzig, Home-Office * Feste Anstellung * Home Office möglich,Teilzeit - Hast Du Interesse, uns dabei zu helfen, durch kontinuierliches Testen unserer mobilen Apps einen hohen Standard an Kundenzufriedenheit zu erreichen? Dann schließe Dich uns an. Mit unserer Mobilen-Unternehmenslösung lexoffice begeistern wir bereits über 200.000 Klein- und Kleinstunternehmen in Deutschland! Wir unterstützen sie bei der Automatisierung und Digitalisierung ihrer anfallenden Geschäftsprozesse. Konkret automatisieren wir den lästigen Papierkram rund um Rechnungen, Buchhaltung und Lohn-/ Gehaltszahlungen. Mit Hilfe neuester datengetriebener Methoden und konsequenter Ausrichtung auf Kundenbedürfnisse bauen wir lexoffice zu einem digitalen Berater und zu einer Kollaborationsplattform für Klein- und Kleinstunternehmen in Deutschland aus."
321,Cyber Defense Consultant (m/w/d) für unser Hightech SOC / remote,Home-Office,Du arbeitest im Team und bildest die Brücke zwischen den Security Analysten im SOC und dem Kunden.
322,IT Service Desk Support Spezialist (m/w/d)*,Saarbrücken / Ludwigshafen - Homeoffice möglich,"prego services GmbH * Saarbrücken / Ludwigshafen - Homeoffice möglich * Feste Anstellung * Home Office möglich,Vollzeit - Begleiten Sie uns und unsere Kunden auf dem Weg in die Digitalisierung. Wir sind einer der führenden IT- und Serviceprovider für Energieversorgungsunternehmen und stehen für maßgeschneiderte IT Business Solutions, Procurement- und Utility-Services sowie HR-Dienstleistungen. Wir schaffen für unsere Kunden maßgeschneiderte Lösungen für eine nachhaltige Zukunftssicherung und begleiten sie erfolgreich auf dem Weg in die Digitalisierung. Wir leisten einen wichtigen Beitrag zur Transformation der Energiewirtschaft und damit auch zum Klimaschutz. * Single Point of Contact für IT-Serviceanfragen und Störungsmeldungen (Fehlerdiagnose, Troubleshooting) wie z. B. zu Hard- und Softwarestörungen"
323,(Junior) Anwendungsberater (m/w/d) Praxisverwaltungssysteme,deutschlandweit,"Fresenius Medical Care * deutschlandweit * N/D - Bei uns ist nie alles gleich. Außer unser Anspruch. Als weltweit tätiger Gesundheitskonzern haben wir ein besonderes Ziel: immer bessere Medizin für immer mehr Menschen. In unseren vier Unternehmensbereichen verbinden wir eine Vielfalt an Wissen, Talenten und Erfahrungen. Dabei geben wir uns nicht mit Bewährtem zufrieden, sondern suchen immer weiter nach noch besseren Lösungen. Starte jetzt deine #karrieremitsinn. #karrieremitsinn bei Fresenius - Mehr als 300.000 Menschen auf allen Kontinenten arbeiten bei Fresenius daran, immer bessere Medizin für immer mehr Menschen anzubieten. Unsere eigenständigen Unternehmensbereiche Fresenius Medical Care, Fresenius Kabi, Fresenius Helios und Fresenius Vamed bieten ein breites Spektrum an Produkten und Dienstleistungen im Gesundheitssektor."
324,Consultant / Spezialist - Software für Planungsbüros - Elektrotechnik w/m/d,deutschlandweit,"Schneider Electric GmbH * deutschlandweit * Feste Anstellung * Vollzeit - Du bist Expert:in wenn es um Software für Planungsbüros geht? BIM und Revit sind keine Fremdworte für Dich? Dann wird Dich diese Position mit ihrem Mix aus Technik, Beratung und Lösungsfindung begeistern! Wir suchen aktuell eine/n Consultant/ Spezialist:in für das Thema Software für Planungsbüros. In dieser Funktion koordinierst und gestaltest Du das Softwareangebot von Schneider Electric für Planungsbüro und arbeitest dabei eng mit den Kolleg:innen aus dem Vertrieb und dem Marketing zusammen. Dabei leistest Du einen echten Mehrwert für unsere Kunden, die diese Software nutzen, um im Zuge der Digitalisierung die Verknüpfung von virtuellem und realem Bauen voranzutreiben und so den gesamten Projektlebenszyklus produktiver, günstiger und nachhaltiger zu machen. Life Is On – what about you? Warum w"
325,Übersetzer/Translator (w/m/d) German-Czech,"Köln, Darmstadt, Düsseldorf, Home-Office","Kaufland e-commerce * Köln, Darmstadt, Düsseldorf, Home-Office * Feste Anstellung * Home Office möglich,Vollzeit - Anstellungsdetails - Anstellung, Vollzeit, Köln / Darmstadt / Düsseldorf / Remote - Info - Wer wir sind - Wir betreiben Kaufland.de: Mehrere Tausend Händler und Millionen von Produkten machen uns zu einem der am schnellsten wachsenden Online-Marktplätze. Unsere dynamische Unternehmenskultur mit Start-up-Mentalität und die Möglichkeiten einer großen Unternehmensgruppe im Rücken zeichnen uns aus. Bei uns treffen Wissen und langjährige Erfahrung im E-Commerce auf flache Hierarchien und ein hochmotiviertes Team. Egal ob Praktikant oder Führungskraft: Bei uns wird jede Idee ernst genommen, denn wir wollen gemeinsam die Zukunft des E-Commerce gestalten! Wir l(i)eben Flexibilität: Wir bieten dir beste Voraussetzungen, damit du in einem für dich optimalen Umfeld"
326,(Senior) Consultant Data & Analytics Transfer Pricing Teilzeit/Vollzeit (w/m/d),verschiedene Standorte bundesweit,"PwC (Senior) Consultant Data & Analytics Transfer Pricing Teilzeit/Vollzeit (w/m/d) Du hilfst uns, Data Analytics in unserer Abteilung tiefer zu verankern sowie komplexe Mandantensachverhalte mit Analytics-Lösungen zu durchdringen und interaktiv greifbar zu gestalten. Steuerliche Beratung - Du generierst einen Mehrwert für unsere Mandanten, indem du & Analytics-Lösungen für die Beratung von multinationalen Unternehmen bei der steuerlichen Optimierung von Konzernstrukturen entlang der Wertschöpfungskette entwickelst. Wir definieren & Analytics dabei als einen integralen Bestandteil unseres Beratungsansatzes entlang des kompletten Verrechnungspreiszyklus, von dem Entwurf einer Verrechnungspreisstrategie bis hin zur internationalen Verteidigung. Entsprechend ist die & Anal"
327,Senior Cloud Security Engineer,bundesweit,"You will have the opportunity to grow your skill sets and get involved in all aspects of security across MessageBird, including cloud security, application security, security monitoring and incident response, penetration testing and vulnerability management, security, governance and compliance."
328,"Senior Manager, Data Science - Adtech (f/m/d)",bundesweit,"We are looking for a Senior Manager, Ad Tech Data Science (f/m/d) who can help lead the strategy and build a team for Delivery Hero's new Ad Tech revenue stream. If you have significant experience with science and personalization algorithms and want to build a team that will impact the global food delivery market, this is the right position for you. * Lead a team of and manage relationships with product and business counterparts to build well-crafted, pragmatic products * Improve the efficiency and agility of machine learning, computational, and processing pipelines * 7+ years of experience in science, especially in internet companies; significant work experience in Ad Tech is equally valuable."
329,Quality Assurance Engineer Automation / Softwaretester Automatisierung (w/m/d),"Home-Office, bundesweit","Dann haben wir den idealen Job für dich: Die thevea GmbH bietet dir als Corporate Startup der opta data Gruppe die optimale Grundlage für kreative und ganzheitliche Arbeit. Unabhängig von den Texten in unseren Stellenanzeigen betonen wir, dass bei opta alle Menschen gleichermaßen willkommen sind."
330,(Senior) IT-Security (SOC) Engineer (m/f/d) Remote,"Aschheim bei München, remote / Homeoffice","You are responsible for onboarding on new data sources, implementing of new use cases and optimizing of our incident response processes."
331,Senior Product Analyst,bundesweit,"We are looking for someone who can educate our product managers and engineers on best practices for instrumentation, metrics, and insights, and encourage a -driven culture within the organisation to foster accountability and decision making. Be at the cradle of new products and bring existing products to the next level of maturity. * Have a deep understanding of Messagebird's products and the wide variety of they produce and proactively identify opportunities for improving the overall user experience; * Present your findings and recommendations to the wider team and and champion the use of to make product decisions; * Collaborate with and to help define clear, trustworthy, optimized sources of truth by understanding the business logic and"
332,Mitarbeiter 1st Level Support (m/w/d),"Wecker (Luxemburg), deutschlandweit","FELTEN GmbH * Wecker (Luxemburg), deutschlandweit * Feste Anstellung * Vollzeit - Willkommen bei der FELTEN Group – gestalten Sie mit uns gemeinsam die Fertigungsindustrie der Zukunft! Seit 30 Jahren entwickelt Felten anspruchsvolle Softwarelösungen zur Steuerung und Optimierung der gesamten Wertschöpfungskette in Fertigungsunternehmen der Prozessindustrie. Mit viel Erfahrung bringen wir erfolgreich unsere Kompetenz in die Zukunftsanforderungen der Produktion wie die Digitale Transformation, IIoT und Industrie 4.0 ein. Als Teil der MPDV-Gruppe unterstützen wir mit rund 500 Mitarbeitern an weltweit 13 Standorten Unternehmen jeder Größe auf ihrem Weg zur Smart Factory. Zu unseren Kunden zählen namhafte Unternehmen insbesondere der Branchen Pharmazie, Kosmetik, Geschmacks- und Duftstoffe sowie Lebensmittel. Was Sie erwartet"
333,Business Intelligence Data Architect (m/w/d) bei Corporate Financial Systems & Processes,bundesweit,"Business Intelligence Data Architect (m/w/d) bei Corporate Financial Systems & Processes * Sie arbeiten bei Corporate Financial Systems & Processes im Fachbereich Business Intelligence in einem deutschlandweiten Team und übernehmen Verantwortung bei der Entwicklung von Business Intelligence-Lösungen im Bereich der Frontend Architektur und bei der Erstellung von Datenmodellen insbesondere auf Basis des MS SQL Warehouse im Rahmen der zukünftigen BI Zielarchitektur. * Sie bringen sich im Team Architecture und Scrum Team mit Ideen ein und initiieren interne Projekte, um Schwachstellen zu beseitigen und Verbesserungspotential in der Systemarchitektur als Team zu erschließen. * Erfahrungen in der Warehouse Backend Modellierung sind von Vorteil, ebenso Kenntnisse im Bereich API's und Web Devel"
334,Microsoft SharePoint & M365 Administrator / Spezialist (m/w/d) - bis zu 100 % remote,"Home-Office, Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart","Microsoft SharePoint & M365 Administrator / Spezialist (m/w/d) - bis zu 100 % remote * Home-Office, Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart * Feste Anstellung * Home Office möglich,Vollzeit - Wir sind die genossenschaftliche Privatbank der Volksbanken Raiffeisenbanken und auf die Geschäftsfelder Private Banking, Fondsdienstleistungen und Kredite in allen Währungen spezialisiert. Unser Geschäftsmodell basiert auf der engen Kooperation mit der genossenschaftlichen FinanzGruppe und unserer Standortpräsenz an den internationalen Finanzplätzen in Luxemburg, Deutschland und der Schweiz. Mit Assets under Management in Höhe von rund 23 Milliarden Euro gehören wir zu den ganz großen Vermögensverwaltern Deutschlands und mit einem verwahrten Vermögen von rund 180 Milliarden Euro unterstreichen wir die Marktführerschaft als ..."
